index,name,place_id,lat,lng,city,state,grade,usa,iac,hm,tsa,nfo,vehicles,phone,fax,account,email,phone2,notes,contact
1280,Albany Delivery Service,,0,0,Corvallis,OR,3,0,0,0,0,0,n,(541) 926-7300,,,,,,
1281,Robert Keith ,,0,0,Corvallis,OR,4,6272,0,0,0,0,n,(541) 754-6391,,,,,,
1282,Bolt,,0,0,Eugene,OR,3,0,0,0,0,0,"c,t,v",(541) 461-2992,(541) 461-2540,,CLAYTON@BOLTDELIVERY.COM,,,clayton
1283,Oregan Taxi,,0,0,Eugene,OR,3,0,0,0,0,0,n,(541) 434-8294,(541) 434-6201,,,,,
1284,Arc Cab,,0,0,LaGrande,OR,3,0,0,0,0,0,n,(541) 663-0572,,,,,,Carl
1285,Dash Delivery,,0,0,Medford,OR,3,0,0,0,0,0,n,(541) 665-3274,,,dispatch@dashdelivery.net,,,
1286,Early Bird Express,,0,0,Medford,OR,3,0,0,0,0,0,n,(877) 220-8358,(541) 504-6238,,corey@earlybirdexpress.biz,c: 541-915-5500,,
1287,RX Express,,0,0,Medford,OR,3,0,0,0,0,0,n,(541) 821-5559,,,,,,
1288,Alpine Courier,,0,0,Portland,OR,1,0,0,0,0,0,n,(888) 397-8493,,,,,,
1289,American Expediting,,0,0,Portland,OR,3,0,1,0,0,0,n,(503) 208-2443,,#23421,,,,
1290,Bilas Delivery Service,,0,0,Portland,OR,3,0,0,0,0,0,"t,v",(503) 477-6548,(503) 284-2891,,,,,
1291,Cascade Courier,,0,0,Portland,OR,3,0,0,0,0,0,n,(503) 236-5311,,,,,,
1292,GSO,,0,0,Portland,OR,3,0,0,0,0,0,n,(866) 553-0030,(503) 553-0035,,,,fka Pacific,
1293,CJ's,,0,0,Redmond,OR,3,0,0,0,0,0,n,(541) 548-8441,(541) 504-1177,,,c: 541-420-5579,,
1294,Elite Taxi & Limo,,0,0,Roseburg,OR,4,0,0,0,0,0,n,(541) 440-6666,,,,,,
1295,Sunshine Taxi & courier,,0,0,Roseburg,OR,4,0,0,0,0,0,n,(541) 673-3333,,#6179189800,,office: 541-784-8840,,
1296,Sparky's Express,,0,0,Salem,OR,3,0,0,0,0,0,n,(503) 586-6137,,,,,,
1297,Al's Delivery Service,,0,0,Sweet Home,OR,3,0,0,0,0,0,n,(541) 367-1849,,,,,,
1298,Pacific taxi,,0,0,Tillamook,OR,3,0,0,0,0,0,n,(503) 812-8041,,,,,,Daniel
1299,Royal Cab,,0,0,Warrenton,OR,3,0,0,0,0,0,n,(503) 325-5818,,,,,,
1300,Alpha Express,,0,0,Orgon City,OR ,5,0,0,0,0,0,n,(503) 888-7410,-,,msaul@alphaexpresslogistics.com,,$17 local,Marcus
1301,Alpha Express,,0,0,Portland,OR ,5,0,0,0,0,0,n,(503) 888-7410,-,,info@alphaexpresslogistics.com,,good rates,Marcus
1302,Alpha Express,,0,0,Salem,OR ,5,0,0,0,0,0,n,(503) 888-7410,-,,msaul@alphaexpresslogistics.com,,$17 local,Marcus
1303,Alpha Express,,0,0,Wilsonville,OR ,5,0,0,0,0,0,n,(503) 888-7410,-,,msaul@alphaexpresslogistics.com,,,Marcus
1304,Action port,,0,0,Allentown,PA,2,0,0,0,0,0,n,(800) 399-7411,(610) 970-2658,,,,$$$$,Mitch 
1305,Albert Mori,,0,0,Allentown,PA,3,0,0,0,0,0,n,(267) 971-0491,(610) 266-3553,,morialbert@aol.com,,SUV ,Albert
1306,American Expediting,,40.6367516,-75.4605856,Allentown,PA,4,0,1,0,0,0,n,(610) 266-1030,(610) 435-3969,#15764,,,,
1307,CB Courier,,0,0,Allentown,PA,4,0,0,0,0,0,n,(610) 440-4199,(610) 440-4198,,moon@cbces.com,c: 610-751-2000,"check price first, fka Prologica",Moon Hashim
1308,Express busn Center,,0,0,Allentown,PA,3,0,0,0,0,0,n,(610) 366-1970,,,,,,Mustafa
1309,Priority Express,,0,0,Allentown,PA,4,0,0,0,0,0,n,(877) 859-3278,,#L2034,,Anthony (sales): 609-922-0777,,
1310,Your Way,,0,0,Allentown,PA,3,0,0,0,0,0,n,(610) 395-9198,(610) 391-9002,,,,,Greg
1311,Blair Cab,,0,0,Altoona,PA,3,0,0,0,0,0,n,(814) 944-6105,(814) 946-0322,#553,,,,
1312,"Nonstop Couriers, Inc.",,0,0,Bala Cynwyd,PA,3,0,0,0,0,0,n,(877) 415-7874,(610) 695-9910,,,,,Rick
1313,Floyd Anthony Olivera ,,0,0,Bloomsburg,PA,4,6312,0,0,0,0,n,(570) 233-2311,,,,,,
1314,"Priority Express Courier, Inc",,0,0,Boothwyn,PA,3,0,0,0,0,0,n,(800) 526-4646,(610) 364-3311,,,,,Gerry
1315,Harv1 Courier Service,,0,0,Canonsburg,PA,3,0,0,0,0,0,n,(724) 745-3854,,,harv1@earthlink.com,,,Harv
1316,"Kovatch Courier Services, Inc.",,0,0,Concordville,PA,3,0,0,0,0,0,n,(610) 361-8872,(610) 361-2633,,,,,Lawrence
1317,Errands and Transortation,,0,0,Delmont,PA,3,0,0,0,0,0,n,(724) 327-4956,,,,,,Jacqueline
1318,DuBois Taxi,,0,0,DuBois,PA,3,0,0,0,0,0,n,(814) 375-1352,,,,,,Richard
1319,Fastrak,,0,0,DuBois,PA,3,0,0,0,0,0,n,(814) 939-8999,(814) 939-8990,,,,,
1320,Transporter One,,0,0,Ellwood City,PA,3,0,0,0,0,0,n,(724) 714-5218,,,,,,Bob
1321,B line Express,,0,0,Elton,PA,3,0,0,0,0,0,n,(877) 942-5463,,,,,,
1322,Friendly Messenger Service,,0,0,Ephrata,PA,2,0,0,0,0,0,n,(800) 795-3278,(717) 394-6937,,,,$$$,
1323,Hansen's Delivery,,0,0,Erie,PA,2,0,0,0,0,0,n,(814) 455-1960,,,,,$$$$,
1324,Hot Shotz,,0,0,Erie,PA,3,0,0,0,0,0,n,(814) 898-0103,,,,c: 814-573-9816,,Steven Stolz
1325,National Logistics,,0,0,Erie,PA,4,0,0,0,0,0,n,(814) 580-2000,,#803,dispatch@shipnln.com,,,
1326,Woodland Express,,0,0,Folcroft,PA,3,0,0,0,0,0,n,(888) 999-4093,(215) 879-2457,,,,,Gus
1327,AAAA ,,0,0,Forty-Fort,PA,1,0,0,0,0,0,n,,,,,"570-288-5466, 570-288-1591",,
1328,Baker Transportation,,0,0,Franklin,PA,3,0,0,0,0,0,n,(814) 678-2443,(814) 678-6962,,,877-857-7780,,
1329,C&J,,0,0,Hagerstown,PA,2,0,0,0,0,0,n,(301) 991-0864,,,,,$$$$,Andy
1330,Vintons Express,,0,0,Hanover Township,PA,3,0,0,0,0,0,n,(570) 822-4433,,,,,Taylor,Paul
1331,Ace Delivery,,0,0,Harrisburg,PA,3,0,0,0,0,0,n,(717) 561-9770,(717) 561-4590,,,,"2111 Greenwood St, Harrisburg,PA 17104",Kay 
1332,American Expediting,,0,0,Harrisburg,PA,3,0,0,0,0,0,n,(717) 697-3410,,,,,,
1333,CDS,,0,0,Harrisburg,PA,5,0,0,0,0,0,n,(800) 451-1118,(717) 561-1956,,dispatch@CapitalDelivery.com,717-561-7782,,
1334,e courier,,0,0,Harrisburg,PA,3,0,0,0,0,0,n,(800) 852-5740,(800) 290-6504,,,,,
1335,Kennys Delivery Service,,0,0,Harrisburg,PA,3,0,0,0,0,0,n,(717) 418-5750,,,,,,
1336,Quick Courier,,0,0,Harrisburg,PA,3,0,0,0,0,0,n,(717) 364-1108,,,neworder@goqcs.com,,,
1337,Upfront Logistics,,0,0,Holtwood,PA,3,0,0,0,0,0,n,(717) 378-0143,(717) 378-0144,,,,,
1338,DRC Expediting,,0,0,Johnstown,PA,4,0,0,0,0,0,n,(814) 269-9244,(814) 269-9245,,,,,
1339,Pro Courier - B line,,0,0,Johnstown,PA,3,0,0,0,0,0,n,(814) 254-4378,(814) 266-4881,,williamdaniels57@yahoo.com,,,Billy
1340,SMC Courier,,0,0,King of Prussia,PA,3,0,0,0,0,0,n,(610) 265-1460,,,,,,
1341,Maxx Expedited,,0,0,Kutztown,PA,3,0,0,0,0,0,n,(610) 683-1155,(610) 683-3219,,,,,
1342,Friendly Messenger Service,,0,0,Lancaster,PA,2,0,0,0,0,0,n,(717) 341-8224,(717) 394-6937,,,800-795-3278,$$$$,Eric
1343,M&P Couriers,,0,0,Lancaster,PA,3,0,0,0,0,0,n,(717) 503-1222,,,,,good rates,Josh
1344,Phoenix Delivery,,0,0,Lancaster,PA,4,0,0,0,0,0,"c,t,v",(717) 295-6900,(717) 295-6360,,,,,
1345,PROParts,,0,0,Lancaster,PA,3,0,0,0,0,0,n,(717) 940-5449,,,HLSgroovy@aol.com,,,
1346,Way Delivery,,0,0,Lancaster,PA,2,0,0,0,0,0,n,(717) 299-0992,,,,,$$$,
1347,Omni Courier,,0,0,Malvern,PA,3,0,0,0,0,0,n,(888) 285-1815,(610) 644-7209,,,,"So. NJ, E PA , good rates",Jeff
1348,DC Express,,0,0,Marlton,PA,3,0,0,0,0,0,n,(800) 631-8171,(973) 366-6832,,,,,Roy
1349,Jones Courier and Delivery Services,,0,0,Mars,PA,3,0,0,0,0,0,n,(724) 772-3873,(724) 772-3873,,,,,Gregg
1350,Baker Transportation,,0,0,Meadville,PA,3,0,0,0,0,0,n,(814) 678-2443,(814) 678-6962,,,,,
1351,Business Messenger Service,,0,0,Mechanicsburg,PA,3,0,0,0,0,0,n,(800) 344-4709,(717) 795-8755,,,,,Nello 
1352,American Expediting Company,,0,0,Philadelphia,PA,5,0,1,0,0,0,n,(484) 540-8180,(484) 540-8064,#12297,,,,Victor
1353,Blue Streak,,0,0,Philadelphia,PA,3,0,0,0,0,0,n,(800) 220-4042,,#34634,,,,
1354,Elite Couriers ,,0,0,Philadelphia,PA,5,0,0,0,0,0,n,(215) 868-0643,(215) 677-9432,,elitecourierz@gmail.com,Eric: 267-586-5416,North phil & Trenton,Eric
1355,Heaven Sent Courier,,0,0,Philadelphia,PA,1,0,0,0,0,0,n,,,#N11863,,,never again,Tim Hart
1356,Legal Errands,,0,0,Philadelphia,PA,3,0,0,0,0,0,n,(215) 751-1124,(215) 563-3442,,,,15,
1357,mack Transporter,,0,0,Philadelphia,PA,3,0,0,0,0,0,t,(214) 421-4906,(215) 476-3831,,winkmack1962@yahoo.com,,,
1358,On Time Logistics,,0,0,Philadelphia,PA,5,0,1,0,0,0,n,(484) 727-8757,,,dispatch@ontimepa.com,o (Tracy): 610-209-3906,,Tracy
1359,Priority Express,,0,0,Philadelphia,PA,2,0,0,0,0,0,n,(800) 526-4646,,#9923,,,bad service,Anthony
1360,Quick Courier Service,,0,0,Philadelphia,PA,3,0,0,0,0,0,n,(800) 355-1004,,,,,North of phil ,
1361,Sir Lancellot Delivery,,0,0,Philadelphia,PA,3,0,0,0,0,0,n,(800) 672-2590,(610) 891-0432,,,,"min $21-2.00mi, myrushdelivery.net",Anthony
1362,T&T Freight Consolidators,,0,0,Philadelphia,PA,3,0,0,0,0,0,t,(800) 655-9734,(800) 355-1221,,,,big rigs,Sophie
1363,VMW,,0,0,Philadelphia,PA,3,0,0,0,0,0,t,(866) 504-7575,,,,,,
1364,American Expediting,,0,0,Pittsburg,PA,5,0,1,0,0,0,n,(412) 321-4546,(412) 321-4574,#16823,,,,
1365,Delivery Today,,0,0,Pittsburg,PA,3,0,0,0,0,0,t,(412) 367-7244,(412) 367-7399,,,,14',Jeffery
1366,Michael Buonomo,,0,0,Pittsburg,PA,5,6296,0,0,0,0,n,(848) 482-1202,,,mikebuonomo@gmail.com,,M-F after 10 am,
1367,Prestige Delivery Systems,,0,0,Pittsburg,PA,3,0,0,0,0,0,n,(800) 872-6068,(216) 332-8030,,,,,Tim
1368,Quick Courier Service,,0,0,Pittsburg,PA,5,0,0,0,0,0,n,(800) 355-1004,,#usacou13,neworder@goqcs.com,,,
1369,Rush Messenger,,0,0,Pittsburg,PA,3,0,0,0,0,0,n,(412) 421-7874,,,,,,
1370,AAA Transportation,,0,0,Scranton,PA,1,0,0,0,0,0,n,,(570) 288-1591,,,570-288-5466,,
1371,Falcon Express & Courier,,0,0,Scranton,PA,3,0,0,0,0,0,n,(570) 383-5313,(570) 383-5310,,,,,
1372,A-1 International,,0,0,Sharon Hills,PA,3,0,0,0,0,0,n,(610) 534-4100,,,,,,
1373,Handy Delivery,,0,0,State College,PA,3,0,0,0,0,0,n,(814) 353-6003,(814) 548-0402,,cataride@handydelivery.com,,,Jim
1374,Quick Courier Service,,0,0,State College,PA,3,0,0,0,0,0,n,(800) 355-1004,,,,,,
1375,Elite Couriers,,0,0,Upper Holland,PA,3,0,0,0,0,0,n,(267) 586-5416,(215) 405-3722,,,,,
1376,Network Logistics,,0,0,Warminster,PA,5,0,0,0,0,0,n,(215) 444-0683,(215) 444-0684,,,,,
1377,Wanners Transport,,0,0,Warminster,PA,3,0,0,0,0,0,n,(215) 672-8060,(215) 672-8490,,,,,
1378,Warren Taxi,,0,0,Warren,PA,3,0,0,0,0,0,n,(814) 723-2020,(814) 726-2340,,warrentaxiservice@yahoo.com,,(Bradford area),Cindy
1379,AAA Transportation,,0,0,Wilkes-Barr,PA,1,0,0,0,0,0,n,,,,,570-28-5466,,Scott
1380,Hawk Transport,,0,0,Wilkes-Barr,PA,3,0,0,0,0,0,n,(570) 878-0591,(570) 603-1965,,,,$$ not good for long,
1381,Quick Courier Service,,0,0,Wilkes-Barr,PA,3,0,0,0,0,0,n,(800) 355-1004,,,,,,
1382,American Eagle Express,,0,0,Williamsport,PA,3,0,0,0,0,0,n,(800) 220-6070,,#USA6169,,,,Lori
1383,Built Town Cab,,0,0,Williamsport,PA,3,0,0,0,0,0,n,(570) 322-2222,(570) 322-9854,,,,,
1384,Quick Courier Service,,0,0,Williamsport,PA,4,0,0,0,0,0,n,(800) 355-1004,,,,,,
1385,Jose Gonzalez,,0,0,Puerto Rico,PR,3,6202,0,0,0,0,n,(787) 392-1112,,,,,,
1386,Quick Delivery,,0,0,Puerto Rico,PR,3,0,0,0,0,0,n,(787) 752-0628,(787) 750-1860,,,"Haydee: 787-528-1231, w: 787-248-4622, 768-2805",,
1387,Solivan Racing Logistics,,0,0,Puerto Rico,PR,3,0,0,0,0,0,n,(787) 257-8831,(787) 769-7463,,,,,
1388,Sun Air Expedite,,0,0,Puerto Rico,PR,5,0,0,0,0,0,n,(787) 625-0131,(787) 625-0135,,jnieves@suncargosys.com,c: 787-690-9953,,
1389,TMT,,0,0,Puerto Rico,PR,5,0,0,0,0,0,n,(787) 449-1515,(787) 724-4435,,tmtcor@yahoo.com,c: 787-316-4646-,,Robert
1390,Apolo Express,,0,0,Santurce,PR,3,0,0,0,0,0,n,(787) 982-2334,(787) 982-2305,,itapia@apoloexpress.com,,drodriguez@apoloexpress.com ,Ismail or Denise
1391,Midnight Run,,0,0,Cranston,RI,2,0,0,0,0,0,n,(401) 369-7700,,,mikelowrey1959@gmail.com,401-477-2281,$$,
1392,Direct Express,,0,0,Lincoln,RI,3,0,1,0,0,0,n,(401) 726-8800,,,,,,
1393,Oheneba Mike Otoo,,0,0,Pawtucket,RI,3,0,0,0,0,0,n,(401) 724-2581,,,,c: 401-837-4108,,Mike Otoo
1394,Network Delivery ,,0,0,Providence,RI,3,0,0,0,0,0,t,,,,,,,
1395,Premier Express,,0,0,Providence,RI,3,0,0,0,0,0,n,(813) 249-6000,,,,,,
1396,Valentin Transport,,0,0,Providence,RI,3,0,0,0,0,0,t,(401) 617-6900,154*416*9,,,,flatbeds,Jose
1397,ESP Deliveries,,0,0,Augusta,SC,3,0,0,0,0,0,n,(803) 215-3022,,,,,,Manfred
1398,Express Trucking,,0,0,Camden,SC,3,0,0,0,0,0,t,(832) 704-7602,,,,,,
1399,ABC Courier,,0,0,Charleston,SC,4,0,0,0,0,0,n,(843) 849-1970,(843) 849-1921,,,,abccourieronline.com,Randy
1400,Bullet Deliveries,,0,0,Charleston,SC,3,0,0,0,0,0,n,(843) 745-5525,(843) 745-5526,,,,,
1401,Dash Courier,,0,0,Charleston,SC,3,0,0,0,0,0,n,(843) 631-3676,(843) 414-1071,,,,,
1402,Dash Courier,,0,0,Charleston,SC,3,0,0,0,0,0,n,(843) 631-3676,,,,,,
1403,Advantage Courier,,0,0,Columbia,SC,5,0,1,0,0,0,n,(803) 429-2529,(803) 359-9389,,,803-622-3736,Good rates,Roland
1404,Bullet Deliveries,,0,0,Columbia,SC,3,0,0,0,0,0,n,(803) 799-3435,(803) 783-5337,,,,,
1405,Cain's City Parcel Service,,0,0,Columbia,SC,3,0,0,0,0,0,n,(803) 933-0308,(803) 933-9691,,,,,Tina
1406,Red Cap Taxi,,0,0,Florence,SC,3,0,0,0,0,0,n,(803) 437-2332,,,redtopcabservice@sc.twcbc.com,,,
1407,Roll Tide Courier,,0,0,Florence,SC,3,0,0,0,0,0,n,(843) 992-0101,,,,,,
1408,Courier Net,,0,0,Greenville,SC,4,0,0,0,0,0,n,(864) 877-8484,(864) 877-9191,,,,,Robin Mgr.
1409,Dash,,0,0,Greenville,SC,4,0,1,0,0,0,n,(864) 801-2920,,,,,,
1410,In a Pinch Courier,,0,0,Hilton Head,SC,3,0,0,0,0,0,n,(843) 815-4788,,,,,,
1411,PDQ,,0,0,Hilton Head,SC,3,0,0,0,0,0,n,(800) 209-9105,(800) 209-9154,,,c: 843-812-4718,,
1412,Stat Courier,,0,0,Hilton Head,SC,3,0,0,0,0,0,n,(843) 785-6520,,,,,Good rates,
1413,Advantage Courier,,0,0,Lexington,SC,3,0,0,0,0,0,n,(803) 429-2529,(803) 359-9389,,,,,Rowland
1414,Anchor Taxi,,0,0,Myrtle Beach,SC,3,0,0,0,0,0,n,(843) 444-0101,(843) 946-3591,,,,,
1415,Annabell's Angels,,0,0,Myrtle Beach,SC,3,0,0,0,0,0,n,(843) 903-2662,,,,,,
1416,Dash,,0,0,Myrtle Beach,SC,3,0,0,0,0,0,n,(888) 755-3274,,,,,,
1417,Diamond Cab,,0,0,Myrtle Beach,SC,3,0,0,0,0,0,n,(843) 443-9000,,,,,,
1418,Lady Bug Courier,,0,0,Myrtle Beach,SC,3,0,0,0,0,0,n,(843) 450-8412,(843) 399-9188,,,,,Karl McAllister
1419,Sun Courier,,0,0,Myrtle Beach,SC,5,0,0,0,0,0,n,(843) 215-4005,(877) 854-2454,,donnie.stewart@ymail.com,c: 843-251-3997,,Todd
1420,Superior transport,,0,0,Myrtle Beach,SC,3,0,0,0,0,0,"c,t",(843) 491-8033,,,,c: 843-267-6072,,Rick Wells
1421,B2B Courier,,0,0,Spartanburg,SC,5,0,0,0,0,0,n,(336) 525-1554,,,,,,Neil
1422,Courier Net,,0,0,Spartanburg,SC,3,0,0,0,0,0,n,(864) 877-8484,(864) 877-9191,,,,,
1423,Express Stat Delivery Service,,0,0,Spartanburg,SC,3,0,0,0,0,0,n,(864) 316-2524,(864) 316-2276,,,,,Becky
1424,Breeland Courier Service,,0,0,West Columbia,SC,3,0,0,0,0,0,n,(803) 936-0148,(803) 936-0149,,,"a: 803-348-8846, 803-419-4564",25 min. $1.20-mi,Dennis
1425,DL Express,,0,0,Wilmington ,SC,5,0,0,0,0,0,n,(910) 798-0800,(910) 798-0800,,,,,Liz
1426,Aberdeen Shuttle,,0,0,Aberdeen,SD,3,0,0,0,0,0,n,(605) 725-2195,,,,,,
1427,Aberdeen Taxi,,0,0,Aberdeen,SD,3,0,0,0,0,0,n,(605) 228-2692,(605) 229-3974,,,,,Mark
1428,CrossCountry Courier,,0,0,Aberdeen,SD,3,0,0,0,0,0,n,(605) 226-3256,,,,,,Dave Etter
1429,Jason Dingman Security,,0,0,Aberdeen,SD,3,0,0,0,0,0,n,(605) 380-1075,,,,,,
1430,Palace Transit,,0,0,Mitchell,SD,4,0,0,0,0,0,n,(605) 995-8440,(605) 995-8439,,,,,
1431,Central Courier & Parcel,,0,0,Pierre,SD,3,0,0,0,0,0,n,(605) 945-0385,,,,Jane: 605-222-4257,,
1432,Speed-E,,0,0,Rapid City,SD,3,0,0,0,0,0,n,(605) 391-0947,,,,605-342-2706,,
1433,Capitol Express,,0,0,Sioux Falls,SD,3,0,0,0,0,0,n,(605) 338-2796,,,,,,
1434,Cross Courier,,0,0,Sioux Falls,SD,3,0,0,0,0,0,n,(605) 335-8185,(605) 367-9828,,info@crosscouriers.net,,,
1435,Crosscountry Courier,,0,0,Sioux Falls,SD,3,0,0,0,0,0,n,(800) 892-2728,(605) 339-0414,,,,$$$ weekends,Travis Joritz
1436,Tennessee Errands,,0,0,Alcoa,TN,3,0,0,0,0,0,n,(865) 274-7439,(888) 379-5112,,,,quikerrands.com,Tony
1437,Athens Taxi Cab,,0,0,Athens,TN,3,0,0,0,0,0,n,(423) 208-6318,,,,,,
1438,Express Courier,,0,0,Blountville,TN,3,0,0,0,0,0,n,(423) 323-6810,(423) 323-6970,#36249,,,,
1439,Tony's Taxi & Delivery,,0,0,Blountville,TN,3,0,0,0,0,0,n,(423) 956-8535,,,,,,
1440,Express Courier,,0,0,Chattanooga,TN,5,0,0,0,0,0,n,(423) 510-0271,(423) 510-8246,#41577,,,,William
1441,Sprint Courier,,0,0,Chattanooga,TN,3,0,0,0,0,0,n,(423) 479-7969,(800) 479-7969,,lb@epbfi.com,,,
1442,Express Courier,,0,0,Cookeville,TN,3,0,0,0,0,0,n,(931) 526-7717,,,,800-800-9773,,
1443,JR Special Delivery,,0,0,Crossville,TN,3,0,0,0,0,0,n,(931) 456-8145,(931) 456-1312,,,,Genoptix,Candy
1444,Powell Transportation,,0,0,Dyersburg,TN,3,0,0,0,0,0,n,(731) 325-5676,,,,,,
1445,ASAP Courier Service,,0,0,Jackson,TN,3,0,0,0,0,0,n,(731) 424-3673,,,jrw38301@yahoo.com,,,
1446,Express Courier,,0,0,Jackson,TN,3,0,0,0,0,0,n,(731) 664-0887,,,,,,
1447,Express Courier,,0,0,Kingsport,TN,3,0,0,0,0,0,n,(423) 323-6821,(423) 232-6970,,,,,
1448,Advantage Courier,,0,0,Knoxville,TN,4,0,0,0,0,0,n,(865) 740-1632,(865) 951-0016,,,865-740-1632,,
1449,Alpha Courier,,0,0,Knoxville,TN,3,0,0,0,0,0,n,(865) 584-0705,(865) 588-0828,,,,,
1450,Express Courier,,0,0,Knoxville,TN,3,0,0,0,0,0,n,(865) 983-4050,(865) 983-2232,,,,,
1451,Express Courier ,,0,0,Knoxville,TN,5,0,0,0,0,0,n,(800) 914-0012,(865) 983-2232,#33174,,John White (CFO): 615-498-1100,NASHVILLE OFFICE TOO,Gerald
1452,Jake & Charity,,0,0,Knoxville,TN,4,6217,0,0,0,0,n,(865) 604-2216,,,,,30mi east ,
1453,Tennessee Errands,,0,0,Knoxville,TN,3,0,0,0,0,0,n,(865) 274-7439,(888) 379-5112,,,,quikerrands.com,Tony
1454,Blue Sky Couriers,,35.1236835,-90.0209091,Memphis,TN,5,0,1,0,0,0,n,(901) 578-2583,,,,,,Rick
1455,Crosstown,,0,0,Memphis,TN,3,0,0,0,0,0,n,(800) 727-5871,(615) 361-0510,,,,fka Pyramis,Eric or Nicole
1456,Express Courier,,0,0,Memphis,TN,3,0,0,0,0,0,n,(901) 521-8282,,,,,,SANDY
1457,Michael Burns,,0,0,Murfreesboro,TN,4,7721,0,0,0,0,n,(615) 318-8112,,,,,south of Nashville,
1458,A Better Courier,,0,0,Nashville,TN,3,0,0,0,0,0,n,(615) 320-3905,,,,,,
1459,Able Express Co,,0,0,Nashville,TN,3,0,0,0,0,0,n,(615) 889-2034,(615) 889-5750,,,,"not for locals $$$ 2724 Old Elm Hill Pike, Nashville, TN 37214",Don
1460,Allied Cab,,0,0,Nashville,TN,3,0,0,0,0,0,n,(615) 244-7433,,,,256-233-4437,"Huntsville, TN",Sean
1461,Darrell Gleason,,0,0,Nashville,TN,3,6198,0,0,0,0,n,(615) 207-7429,,,,,,
1462,Express Courier,,0,0,Nashville,TN,3,0,1,0,0,0,n,(615) 333-0949,(615) 333-9959,#55137,,,,DON
1463,Roadrunner,,0,0,Nashville,TN,5,0,0,0,0,0,n,(615) 248-2212,(615) 248-2218,,,,not for weekend,Frankie
1464,Velox Express,,36.089752,-86.701849,Nashville,TN,4,0,0,0,0,0,n,(877) 835-6946,,,,,,
1465,Hollman Taxi,,0,0,Sparta,TN,3,0,0,0,0,0,n,(931) 836-3888,,,,,,
1466,Classic Cab & Courier,,0,0,Abilene,TX,3,0,0,0,0,0,n,(325) 721-8372,,,,"325-677-8294, 325-439-1852",Get quote,
1467,Roadrunner Taxi,,0,0,Abilene,TX,4,0,0,0,0,0,n,(325) 232-3295,,,,,,
1468,Texas Wide Delivery,,0,0,Abilene,TX,3,0,0,0,0,0,n,(325) 829-7102,,,,,,
1469,Kenneth Jordan,,0,0,Alpine,TX,3,0,0,0,0,0,n,(432) 837-7127,,,kenneth@fbcalpine.com,c: 432-386-7702,,Kenneth
1470,Allied Parcel,,0,0,Amarillo,TX,3,0,0,0,0,0,n,(806) 376-4986,(806) 376-8821,,,,white glove,
1471,Needa Courier Service,,35.122248,-101.911939,Amarillo,TX,3,0,0,0,0,0,n,(806) 282-2279,,,,,,
1472,Zippy Courier,,0,0,Amarillo,TX,3,0,0,0,0,0,n,(806) 674-5590,,,scotty1010@outlook.com,,,
1473,"Texmaster Express, Inc.",,0,0,Arlington,TX,3,0,0,0,0,0,n,(817) 640-6000,(817) 633-6840,,,,Ft. Worth,Dan
1474,Act Fast,,0,0,Austin,TX,3,0,0,0,0,0,n,(512) 291-9600,(512) 291-9604,,,,,
1475,Amber's HotShot Service,,0,0,Austin,TX,3,0,0,0,0,0,t,(919) 665-9792,(512) 727-6384,,,,$125 min.,Amber
1476,American Expediting,,0,0,Austin,TX,3,0,0,0,0,0,n,(412) 321-4546,,,,,,
1477,Beavex,,0,0,Austin,TX,3,0,0,0,0,0,n,(512) 385-9300,,,,,,
1478,Courier Depot,,0,0,Austin,TX,3,0,0,0,0,0,n,(512) 892-1876,,#425,dispatch@courierdepot.com,,,
1479,Green Light Delivery,,0,0,Austin,TX,5,0,0,0,0,0,n,(800) 849-6551,,#833,Jason@austincouriers.com,a: 512-401-0200,,Angie
1480,Paul Grubb (Joe Jarvis brother),,0,0,Austin,TX,3,0,0,0,0,0,n,(512) 569-4087,,,,,,
1481,Errand Boy,,0,0,Beaumont,TX,3,0,0,0,0,0,n,(409) 833-8808,,,,,,
1482,GDA & Sons Transport,,0,0,Beeville,TX,3,0,0,0,0,0,n,(361) 542-7878,,,,"c: 361-542-6776, 361-542-7070",,Gerald
1483,A fast courier,,0,0,Brownsville,TX,3,0,0,0,0,0,n,(956) 425-7333,,,,,,Santos
1484,Mr Taxi,,0,0,Brownwood,TX,3,0,0,0,0,0,n,(325) 646-1111,,,,,,Kit
1485,Green Light Delivery - lone wolf,,0,0,College Station,TX,3,0,0,0,0,0,n,(979) 695-7018,(979) 695-7785,,,,,Thomas
1486,"Carr's Delivery, Inc.",,0,0,Corpus Christi,TX,2,0,0,0,0,0,n,(361) 289-0424,(361) 289-7360,,,,$$$,Debra
1487,CC Errands,,0,0,Corpus Christi,TX,3,0,0,0,0,0,n,(361) 857-8626,(361) 528-4331,,,361-528-3621,ccerrands.com,Hector
1488,First Choice Limo,,0,0,Corpus Christi,TX,5,0,0,0,0,0,n,(361) 368-5466,,,billy0772@aol.com,c: 3619471336,,Billy
1489,Fred Reyna,,0,0,Corpus Christi,TX,3,6232,0,0,0,0,n,(361) 852-3366,,,,,,
1490,Lone Star Courier,,0,0,Corpus Christi,TX,2,0,0,0,0,0,n,(877) 527-5737,,,,,$$$,
1491,Time Logistics,,0,0,Corpus Christi,TX,3,0,0,0,0,0,n,(361) 289-2240,,,,,,
1492,A Truck Express,,0,0,Dallas,TX,3,0,0,0,0,0,t,(214) 634-2181,,,,,,
